111,123,3.1,3.1	到2030年，全球孕产妇每10万例活产的死亡率降至70人以下
112,124,3.2,3.2	到2030年，消除新生儿和5岁以下儿童可预防的死亡，各国争取将新生儿每1 000例活产的死亡率至少降至12例，5岁以下儿童每1 000例活产的死亡率至少降至25例
113,125,3.3,3.3	到2030年，消除艾滋病、结核病、疟疾和被忽视的热带疾病等流行病，抗击肝炎、水传播疾病和其他传染病
114,126,3.4,3.4	到2030年，通过预防、治疗及促进身心健康，将非传染性疾病导致的过早死亡减少三分之一
115,127,3.5,3.5	加强对滥用药物包括滥用麻醉药品和有害使用酒精的预防和治疗
116,128,3.6,3.6	到2020年，全球公路交通事故造成的死伤人数减半
117,129,3.7,3.7	到2030年，确保普及性健康和生殖健康保健服务，包括计划生育、信息获取和教育，将生殖健康纳入国家战略和方案
118,130,3.8,3.8	实现全民健康保障，包括提供金融风险保护，人人享有优质的基本保健服务，人人获得安全、有效、优质和负担得起的基本药品和疫苗
119,131,3.9,3.9	到2030年，大幅减少危险化学品以及空气、水和土壤污染导致的死亡和患病人数
120,132,3.a,3.a	酌情在所有国家加强执行《世界卫生组织烟草控制框架公约》
121,133,3.b,3.b	支持研发主要影响发展中国家的传染和非传染性疾病的疫苗和药品，根据《关于与贸易有关的知识产权协议与公共健康的多哈宣言》的规定，提供负担得起的基本药品和疫苗，《多哈宣言》确认发展中国家有权充分利用《与贸易有关的知识产权协议》中关于采用变通办法保护公众健康，尤其是让所有人获得药品的条款
122,134,3.c,3.c	 大幅加强发展中国家，尤其是最不发达国家和小岛屿发展中国家的卫生筹资，增加其卫生工作者的招聘、培养、培训和留用
123,135,3.d,3.d	加强各国，特别是发展中国家早期预警、减少风险，以及管理国家和全球健康风险的能力
124,136,目标4.,		目标4.	确保包容和公平的优质教育，让全民终身享有学习机会
125,137,4.1,4.1	到2030年，确保所有男女童完成免费、公平和优质的中小学教育，并取得相关和有效的学习成果
126,138,4.2,4.2	到2030年，确保所有男女童获得优质幼儿发展、看护和学前教育，为他们接受初级教育做好准备
127,139,4.3,4.3	到2030年，确保所有男女平等获得负担得起的优质技术、职业和高等教育，包括大学教育
128,140,4.4,4.4	到2030年，大幅增加掌握就业、体面工作和创业所需相关技能，包括技术性和职业性技能的青年和成年人数
129,141,4.5,4.5	到2030年，消除教育中的性别差距，确保残疾人、土著居民和处境脆弱儿童等弱势群体平等获得各级教育和职业培训
130,142,4.6,4.6	到2030年，确保所有青年和大部分成年男女具有识字和计算能力
131,143,4.7,4.7	到2030年，确保所有进行学习的人都掌握可持续发展所需的知识和技能，具体做法包括开展可持续发展、可持续生活方式、人权和性别平等方面的教育、弘扬和平和非暴力文化、提升全球公民意识，以及肯定文化多样性和文化对可持续发展的贡献
132,144,4.a,4.a	建立和改善兼顾儿童、残疾和性别平等的教育设施，为所有人提供安全、非暴力、包容和有效的学习环境
133,145,4.b,4.b	到2020年，在全球范围内大幅增加发达国家和部分发展中国家为发展中国家，特别是最不发达国家、小岛屿发展中国家和非洲国家提供的高等教育奖学金数量，包括职业培训和信息通信技术、技术、工程、科学项目的奖学金
134,146,4.c,4.c	到2030年，大幅增加合格教师人数，具体做法包括在发展中国家，特别是最不发达国家和小岛屿发展中国家开展师资培训方面的国际合作
135,147,目标5.,		目标5.	实现性别平等，增强所有妇女和女童的权能
136,148,5.1,5.1	在全球消除对妇女和女童一切形式的歧视
137,149,5.2,5.2	消除公共和私营部门针对妇女和女童一切形式的暴力行为，包括贩卖、性剥削及其他形式的剥削
138,150,5.3,5.3	消除童婚、早婚、逼婚及割礼等一切伤害行为
139,151,5.4,5.4	认可和尊重无偿护理和家务，各国可视本国情况提供公共服务、基础设施和社会保护政策，在家庭内部提倡责任共担
140,152,5.5,5.5	确保妇女全面有效参与各级政治、经济和公共生活的决策，并享有进入以上各级决策领导层的平等机会
141,153,5.6,5.6	根据《国际人口与发展会议行动纲领》、《北京行动纲领》及其历次审查会议的成果文件，确保普遍享有性和生殖健康以及生殖权利
142,154,5.a,5.a	根据各国法律进行改革，给予妇女平等获取经济资源的权利，以及享有对土地和其他形式财产的所有权和控制权，获取金融服务、遗产和自然资源
143,155,5.b,5.b	加强技术特别是信息和通信技术的应用，以增强妇女权能
144,156,5.c,5.c	采用和加强合理的政策和有执行力的立法，促进性别平等，在各级增强妇女和女童权能
145,157,目标6.,		目标6.	为所有人提供水和环境卫生并对其进行可持续管理
146,158,6.1,6.1	到2030年，人人普遍和公平获得安全和负担得起的饮用水
147,159,6.2,6.2	到2030年，人人享有适当和公平的环境卫生和个人卫生，杜绝露天排便，特别注意满足妇女、女童和弱势群体在此方面的需求
148,160,6.3,6.3	到2030年，通过以下方式改善水质：减少污染，消除倾倒废物现象，把危险化学品和材料的排放减少到最低限度，将未经处理废水比例减半，大幅增加全球废物回收和安全再利用
149,161,6.4,6.4	到2030年，所有行业大幅提高用水效率，确保可持续取用和供应淡水，以解决缺水问题，大幅减少缺水人数
150,162,6.5,6.5	到2030年，在各级进行水资源综合管理，包括酌情开展跨境合作
151,163,6.6,6.6	到2020年，保护和恢复与水有关的生态系统，包括山地、森林、湿地、河流、地下含水层和湖泊
152,164,6.a,6.a	到2030年，扩大向发展中国家提供的国际合作和能力建设支持，帮助它们开展与水和卫生有关的活动和方案，包括雨水采集、海水淡化、提高用水效率、废水处理、水回收和再利用技术
153,165,6.b,6.b	支持和加强地方社区参与改进水和环境卫生管理
154,166,目标7.,		目标7.	确保人人获得负担得起的、可靠和可持续的现代能源
155,167,7.1,7.1	到2030年，确保人人都能获得负担得起的、可靠的现代能源服务
156,168,7.2,7.2	到2030年，大幅增加可再生能源在全球能源结构中的比例
157,169,7.3,7.3	到2030年，全球能效改善率提高一倍
158,170,7.a,7.a	到2030年，加强国际合作，促进获取清洁能源的研究和技术，包括可再生能源、能效，以及先进和更清洁的化石燃料技术，并促进对能源基础设施和清洁能源技术的投资
159,171,7.b,7.b	到2030年，增建基础设施并进行技术升级，以便根据发展中国家，特别是最不发达国家、小岛屿发展中国家和内陆发展中国家各自的支持方案，为所有人提供可持续的现代能源服务
160,172,目标8.,		目标8.	促进持久、包容和可持续经济增长，促进充分的生产性就业和人人获得体面工作
161,173,8.1,8.1	根据各国国情维持人均经济增长，特别是将最不发达国家国内生产总值年增长率至少维持在7%
162,174,8.2,"8.2	通过多样化经营、技术升级和创新,包括重点发展高附加值和劳动密集型行业，实现更高水平的经济生产力"
163,175,8.3,8.3	推行以发展为导向的政策，支持生产性活动、体面就业、创业精神、创造力和创新；鼓励微型和中小型企业通过获取金融服务等方式实现正规化并成长壮大
164,176,8.4,8.4	到2030年，逐步改善全球消费和生产的资源使用效率，按照《可持续消费和生产模式方案十年框架》，努力使经济增长和环境退化脱钩，发达国家应在上述工作中做出表率
165,177,8.5,8.5	到2030年，所有男女，包括青年和残疾人实现充分和生产性就业，有体面工作，并做到同工同酬
166,178,8.6,8.6	到2020年，大幅减少未就业和未受教育或培训的青年人比例
167,179,8.7,8.7	立即采取有效措施，根除强制劳动、现代奴隶制和贩卖人口，禁止和消除最恶劣形式的童工，包括招募和利用童兵，到2025年终止一切形式的童工
168,180,8.8,8.8	保护劳工权利，推动为所有工人，包括移民工人，特别是女性移民和没有稳定工作的人创造安全和有保障的工作环境
169,181,8.9,8.9	到2030年，制定和执行推广可持续旅游的政策，以创造就业机会，促进地方文化和产品
170,182,8.10,8.10	 加强国内金融机构的能力，鼓励并扩大全民获得银行、保险和金融服务的机会
171,183,8.a,8.a	增加向发展中国家，特别是最不发达国家提供的促贸援助支持，包括通过《为最不发达国家提供贸易技术援助的强化综合框架》提供上述支持
172,184,8.b,8.b	到2020年，拟定和实施青年就业全球战略，并执行国际劳工组织的《全球就业契约》
173,185,目标9.,		目标9.	建造具备抵御灾害能力的基础设施，促进具有包容性的可持续工业化，推动创新
174,186,9.1,9.1	发展优质、可靠、可持续和有抵御灾害能力的基础设施，包括区域和跨境基础设施，以支持经济发展和提升人类福祉，重点是人人可负担得起并公平利用上述基础设施
175,187,9.2,9.2	促进包容可持续工业化，到2030年，根据各国国情，大幅提高工业在就业和国内生产总值中的比例，使最不发达国家的这一比例翻番
176,188,9.3,9.3	增加小型工业和其他企业，特别是发展中国家的这些企业获得金融服务、包括负担得起的信贷的机会，将上述企业纳入价值链和市场
177,189,9.4,9.4	到2030年，所有国家根据自身能力采取行动，升级基础设施，改进工业以提升其可持续性，提高资源使用效率，更多采用清洁和环保技术及产业流程
178,190,9.5,9.5	在所有国家，特别是发展中国家，加强科学研究，提升工业部门的技术能力，包括到2030年，鼓励创新，大幅增加每100万人口中的研发人员数量，并增加公共和私人研发支出
179,191,9.a,9.a	向非洲国家、最不发达国家、内陆发展中国家和小岛屿发展中国家提供更多的财政、技术和技能支持，以促进其开发有抵御灾害能力的可持续基础设施
180,192,9.b,9.b	支持发展中国家的国内技术开发、研究与创新，包括提供有利的政策环境，以实现工业多样化，增加商品附加值
181,193,9.c,9.c	大幅提升信息和通信技术的普及度，力争到2020年在最不发达国家以低廉的价格普遍提供因特网服务
182,194,目标10.,		目标10.	减少国家内部和国家之间的不平等
183,195,10.1,10.1	 到2030年，逐步实现和维持最底层40%人口的收入增长，并确保其增长率高于全国平均水平
184,196,10.2,10.2	 到2030年，增强所有人的权能，促进他们融入社会、经济和政治生活，而不论其年龄、性别、残疾与否、种族、族裔、出身、宗教信仰、经济地位或其他任何区别
185,197,10.3,10.3	 确保机会均等，减少结果不平等现象，包括取消歧视性法律、政策和做法，推动与上述努力相关的适当立法、政策和行动
186,198,10.4,10.4	 采取政策，特别是财政、薪资和社会保障政策，逐步实现更大的平等
187,199,10.5,10.5	 改善对全球金融市场和金融机构的监管和监测，并加强上述监管措施的执行
188,200,10.6,10.6 确保发展中国家在国际经济和金融机构决策过程中有更大的代表性和发言权，以建立更加有效、可信、负责和合法的机构
189,201,10.7,10.7	 促进有序、安全、正常和负责的移民和人口流动，包括执行合理规划和管理完善的移民政策
190,202,10.a,10.a	 根据世界贸易组织的各项协议，落实对发展中国家、特别是最不发达国家的特殊和区别待遇原则
191,203,10.b,10.b	 鼓励根据最需要帮助的国家，特别是最不发达国家、非洲国家、小岛屿发展中国家和内陆发展中国家的国家计划和方案，向其提供官方发展援助和资金，包括外国直接投资
192,204,10.c,10.c 到2030年，将移民汇款手续费减至3%以下，取消费用高于5%的侨汇渠道
193,205,目标11.,		目标11.	建设包容、安全、有抵御灾害能力和可持续的城市和人类住区
194,206,11.1,11.1 到2030年，确保人人获得适当、安全和负担得起的住房和基本服务，并改造贫民窟
195,207,11.2,11.2 到2030年，向所有人提供安全、负担得起的、易于利用、可持续的交通运输系统，改善道路安全，特别是扩大公共交通，要特别关注处境脆弱者、妇女、儿童、残疾人和老年人的需要
196,208,11.3,11.3 到2030年，在所有国家加强包容和可持续的城市建设，加强参与性、综合性、可持续的人类住区规划和管理能力
197,209,11.4,11.4 进一步努力保护和捍卫世界文化和自然遗产
198,210,11.5,11.5 到2030年，大幅减少包括水灾在内的各种灾害造成的死亡人数和受灾人数，大幅减少上述灾害造成的与全球国内生产总值有关的直接经济损失，重点保护穷人和处境脆弱群体
199,211,11.6,11.6 到2030年，减少城市的人均负面环境影响，包括特别关注空气质量，以及城市废物管理等
200,212,11.7,11.7 到2030年，向所有人，特别是妇女、儿童、老年人和残疾人，普遍提供安全、包容、无障碍、绿色的公共空间
201,213,11.a,11.a 通过加强国家和区域发展规划，支持在城市、近郊和农村地区之间建立积极的经济、社会和环境联系
202,214,11.b,11.b 到2020年，大幅增加采取和实施综合政策和计划以构建包容、资源使用效率高、减缓和适应气候变化、具有抵御灾害能力的城市和人类住区数量，并根据《2015-2030年仙台减少灾害风险框架》在各级建立和实施全面的灾害风险管理
203,215,11.c,11.c 通过财政和技术援助等方式，支持最不发达国家就地取材，建造可持续的，有抵御灾害能力的建筑
204,216,目标12.,		目标12.	采用可持续的消费和生产模式
205,217,12.1,12.1 各国在照顾发展中国家发展水平和能力的基础上，落实《可持续消费和生产模式十年方案框架》，发达国家在此方面要做出表率
206,218,12.2,12.2 到2030年，实现自然资源的可持续管理和高效利用
207,219,12.3,12.3 到2030年，将零售和消费环节的全球人均粮食浪费减半，减少生产和供应环节的粮食损失，包括收获后的损失
208,220,12.4,12.4 到2020年，根据商定的国际框架，实现化学品和所有废物在整个存在周期的无害环境管理，并大幅减少它们排入大气以及渗漏到水和土壤的机率，尽可能降低它们对人类健康和环境造成的负面影响
209,221,12.5,12.5 到2030年，通过预防、减排、回收和再利用，大幅减少废物的产生
210,222,12.6,12.6 鼓励各个公司，特别是大公司和跨国公司，采用可持续的做法，并将可持续性信息纳入各自报告周期
211,223,12.7,12.7 根据国家政策和优先事项，推行可持续的公共采购做法
212,224,12.8,12.8 到2030年，确保各国人民都能获取关于可持续发展以及与自然和谐的生活方式的信息并具有上述意识
213,225,12.a,12.a 支持发展中国家加强科学和技术能力，采用更可持续的生产和消费模式
214,226,12.b,12.b 开发和利用各种工具，监测能创造就业机会、促进地方文化和产品的可持续旅游业对促进可持续发展产生的影响
215,227,12.c,12.c 对鼓励浪费性消费的低效化石燃料补贴进行合理化调整，为此，应根据各国国情消除市场扭曲，包括调整税收结构，逐步取消有害补贴以反映其环境影响，同时充分考虑发展中国家的特殊需求和情况，尽可能减少对其发展可能产生的不利影响并注意保护穷人和受影响社区
216,228,目标13.,		目标13.	采取紧急行动应对气候变化及其影响*
217,229,13.1,13.1 加强各国抵御和适应气候相关的灾害和自然灾害的能力
218,230,13.2,13.2 将应对气候变化的举措纳入国家政策、战略和规划
219,231,13.3,13.3 加强气候变化减缓、适应、减少影响和早期预警等方面的教育和宣传，加强人员和机构在此方面的能力
220,232,13.a,13.a 发达国家履行在《联合国气候变化框架公约》下的承诺，即到2020年每年从各种渠道共同筹资1000亿美元，满足发展中国家的需求，帮助其切实开展减缓行动，提高履约的透明度，并尽快向绿色气候基金注资，使其全面投入运行
221,233,13.b,13.b 促进在最不发达国家和小岛屿发展中国家建立增强能力的机制，帮助其进行与气候变化有关的有效规划和管理，包括重点关注妇女、青年、地方社区和边缘化社区
222,234,目标14.,		目标14.	保护和可持续利用海洋和海洋资源以促进可持续发展
223,235,14.1,14.1 到2025年，预防和大幅减少各类海洋污染，特别是陆上活动造成的污染，包括海洋废弃物污染和营养盐污染
224,236,14.2,14.2 到2020年，通过加强抵御灾害能力等方式，可持续管理和保护海洋和沿海生态系统，以免产生重大负面影响，并采取行动帮助它们恢复原状，使海洋保持健康，物产丰富
225,237,14.3,14.3 通过在各层级加强科学合作等方式，减少和应对海洋酸化的影响，
226,238,14.4,14.4 到2020年，有效规范捕捞活动，终止过度捕捞、非法、未报告和无管制的捕捞活动以及破坏性捕捞做法，执行科学的管理计划，以便在尽可能短的时间内使鱼群量至少恢复到其生态特征允许的能产生最高可持续产量的水平
227,239,14.5,14.5 到2020年，根据国内和国际法，并基于现有的最佳科学资料，保护至少10%的沿海和海洋区域
228,240,14.6,14.6 到2020年，禁止某些助长过剩产能和过度捕捞的渔业补贴，取消助长非法、未报告和无管制捕捞活动的补贴，避免出台新的这类补贴，同时承认给予发展中国家和最不发达国家合理、有效的特殊和差别待遇应是世界贸易组织渔业补贴谈判的一个不可或缺的组成部分 
229,241,14.7,14.7 到2030年，增加小岛屿发展中国家和最不发达国家通过可持续利用海洋资源获得的经济收益，包括可持续地管理渔业、水产养殖业和旅游业
230,242,14.a,14.a 根据政府间海洋学委员会《海洋技术转让标准和准则》，增加科学知识，培养研究能力和转让海洋技术，以便改善海洋的健康，增加海洋生物多样性对发展中国家，特别是小岛屿发展中国家和最不发达国家发展的贡献
231,243,14.b,14.b 向小规模个体渔民提供获取海洋资源和市场准入机会
232,244,14.c,14.c 按照《我们希望的未来》第158段所述，根据《联合国海洋法公约》所规定的保护和可持续利用海洋及其资源的国际法律框架，加强海洋和海洋资源的保护和可持续利用
233,245,目标15.,		目标15.	保护、恢复和促进可持续利用陆地生态系统，可持续管理森林，防治荒漠化，制止和扭转土地退化，遏制生物多样性的丧失
234,246,15.1,15.1 到2020年，根据国际协议规定的义务，保护、恢复和可持续利用陆地和内陆的淡水生态系统及其服务，特别是森林、湿地、山麓和旱地
235,247,15.2,15.2 到2020年，推动对所有类型森林进行可持续管理，停止毁林，恢复退化的森林，大幅增加全球植树造林和重新造林
236,248,15.3,15.3 到2030年，防治荒漠化，恢复退化的土地和土壤，包括受荒漠化、干旱和洪涝影响的土地，努力建立一个不再出现土地退化的世界
237,249,15.4,15.4 到2030年，保护山地生态系统，包括其生物多样性，以便加强山地生态系统的能力，使其能够带来对可持续发展必不可少的益处
238,250,15.5,15.5 采取紧急重大行动来减少自然栖息地的退化，遏制生物多样性的丧失，到2020年，保护受威胁物种，防止其灭绝
239,251,15.6,15.6 根据国际共识，公正和公平地分享利用遗传资源产生的利益，促进适当获取这类资源
240,252,15.7,15.7 采取紧急行动，终止偷猎和贩卖受保护的动植物物种，处理非法野生动植物产品的供求问题
241,253,15.8,15.8 到2020年，采取措施防止引入外来入侵物种并大幅减少其对土地和水域生态系统的影响，控制或消灭其中的重点物种
242,254,15.9,15.9 到2020年，把生态系统和生物多样性价值观纳入国家和地方规划、发展进程、减贫战略和核算
243,255,15.a,15.a 从各种渠道动员并大幅增加财政资源，以保护和可持续利用生物多样性和生态系统
244,256,15.b,15.b 从各种渠道大幅动员资源，从各个层级为可持续森林管理提供资金支持，并为发展中国家推进可持续森林管理，包括保护森林和重新造林，提供充足的激励措施
245,257,15.c,15.c 在全球加大支持力度，打击偷猎和贩卖受保护物种，包括增加地方社区实现可持续生计的机会
246,258,目标16.,		目标16.	创建和平、包容的社会以促进可持续发展，让所有人都能诉诸司法，在各级建立有效、负责和包容的机构
247,259,16.1,16.1 在全球大幅减少一切形式的暴力和相关的死亡率
248,260,16.2,16.2 制止对儿童进行虐待、剥削、贩卖以及一切形式的暴力和酷刑
249,261,16.3,16.3 在国家和国际层面促进法治，确保所有人都有平等诉诸司法的机会
250,262,16.4,16.4 到2030年，大幅减少非法资金和武器流动，加强追赃和被盗资产返还力度，打击一切形式的有组织犯罪
251,263,16.5,16.5 大幅减少一切形式的腐败和贿赂行为
252,264,16.6,16.6 在各级建立有效、负责和透明的机构
253,265,16.7,16.7 确保各级的决策反应迅速，具有包容性、参与性和代表性
254,266,16.8,16.8 扩大和加强发展中国家对全球治理机构的参与
255,267,16.9,16.9 到2030年，为所有人提供法律身份，包括出生登记
256,268,16.10,16.10 根据国家立法和国际协议，确保公众获得各种信息，保障基本自由
257,269,16.a,16.a 通过开展国际合作等方式加强相关国家机制，在各层级提高各国尤其是发展中国家的能力建设，以预防暴力，打击恐怖主义和犯罪行为
258,270,16.b,16.b 推动和实施非歧视性法律和政策以促进可持续发展
259,271,目标17.,		目标17.	加强执行手段，重振可持续发展全球伙伴关系
260,272,筹资,筹资
261,273,17.1,17.1 通过向发展中国家提供国际支持等方式，以改善国内征税和提高财政收入的能力，加强筹集国内资源
262,274,17.2,17.2 发达国家全面履行官方发展援助承诺，包括许多发达国家向发展中国家提供占发达国家国民总收入0.7%的官方发展援助，以及向最不发达国家提供占比0.15%至0.2%援助的承诺；鼓励官方发展援助方设定目标，将占国民总收入至少0.2%的官方发展援助提供给最不发达国家
263,275,17.3,17.3 从多渠道筹集额外财政资源用于发展中国家
264,276,17.4,17.4 通过政策协调，酌情推动债务融资、债务减免和债务重组，以帮助发展中国家实现长期债务可持续性，处理重债穷国的外债问题以减轻其债务压力
265,277,17.5,17.5 采用和实施对最不发达国家的投资促进制度
266,278,技术,技术
267,279,17.6,17.6 加强在科学、技术和创新领域的南北、南南、三方区域合作和国际合作，加强获取渠道，加强按相互商定的条件共享知识，包括加强现有机制间的协调，特别是在联合国层面加强协调，以及通过一个全球技术促进机制加强协调
268,280,17.7,17.7 以优惠条件，包括彼此商定的减让和特惠条件，促进发展中国家开发以及向其转让、传播和推广环境友好型的技术
269,281,17.8,17.8 促成最不发达国家的技术库和科学、技术和创新能力建设机制到2017年全面投入运行，加强促成科技特别是信息和通信技术的使用
270,282,能力建设,能力建设
271,283,17.9,17.9 加强国际社会对在发展中国家开展高效的、有针对性的能力建设活动的支持力度，以支持各国落实各项可持续发展目标的国家计划，包括通过开展南北合作、南南合作和三方合作
272,284,贸易,贸易
273,285,17.10,17.10 通过完成多哈发展回合谈判等方式，推动在世界贸易组织下建立一个普遍、以规则为基础、开放、非歧视和公平的多边贸易体系
274,286,17.11,17.11 大幅增加发展中国家的出口，尤其是到2020年使最不发达国家在全球出口中的比例翻番
275,287,17.12,17.12 按照世界贸易组织的各项决定，及时实现所有最不发达国家的产品永久免关税和免配额进入市场，包括确保对从最不发达国家进口产品的原产地优惠规则是简单、透明和有利于市场准入的
276,288,系统性问题,系统性问题
277,289,政策和机制的一致,政策和机制的一致性
278,290,17.13,17.13 加强全球宏观经济稳定，包括为此加强政策协调和政策一致性
279,291,17.14,17.14 加强可持续发展政策的一致性
280,292,17.15,17.15 尊重每个国家制定和执行消除贫困和可持续发展政策的政策空间和领导作用
281,293,多利益攸关方伙伴,多利益攸关方伙伴关系
282,294,17.16,17.16 加强全球可持续发展伙伴关系，以多利益攸关方伙伴关系作为补充，调动和分享知识、专长、技术和财政资源，以支持所有国家、尤其是发展中国家实现可持续发展目标
283,295,17.17,17.17 借鉴伙伴关系的经验和筹资战略，鼓励和推动建立有效的公共、公私和民间社会伙伴关系
284,296,数据、监测和问责,数据、监测和问责
285,297,17.18,17.18 到2020年，加强向发展中国家，包括最不发达国家和小岛屿发展中国家提供的能力建设支持，大幅增加获得按收入、性别、年龄、种族、民族、移徙情况、残疾情况、地理位置和各国国情有关的其他特征分类的高质量、及时和可靠的数据
286,298,17.19,17.19 到2030年，借鉴现有各项倡议，制定衡量可持续发展进展的计量方法，作为对国内生产总值的补充，协助发展中国家加强统计能力建设
287,299,执行手段和全球伙,		执行手段和全球伙伴关系
288,300,60.,60.	我们再次坚定承诺全面执行这一新议程。我们认识到，如果不加强全球伙伴关系并恢复它的活力，如果没有相对具有雄心的执行手段，就无法实现我们的宏大目标和具体目标。恢复全球伙伴关系的活力有助于让国际社会深度参与，把各国政府、民间社会、私营部门、联合国系统和其他参与者召集在一起，调动现有的一切资源，协助执行各项目标和具体目标。
289,301,61.,61.	本议程的目标和具体目标论及实现我们的共同远大目标所需要的手段。上文提到的每个可持续发展目标下的执行手段和目标17，是实现议程的关键，和其他目标和具体目标同样重要。我们在执行工作中和在监督进展的全球指标框架中，应同样予以优先重视。
290,302,62.,62.	可在《亚的斯亚贝巴行动议程》提出的具体政策和行动的支持下，在恢复全球可持续发展伙伴关系活力的框架内实现本议程，包括实现各项可持续发展目标。《亚的斯亚贝巴行动议程》是2030年可持续发展议程的一个组成部分，它支持和补充2030年议程的执行手段，并为其提供背景介绍。它涉及国内公共资金、国内和国际私人企业和资金、国际发展合作、促进发展的国际贸易、债务和债务可持续性、如何处理系统性问题以及科学、技术、创新、能力建设、数据、监测和后续行动等事项。
291,303,63.,63.	我们工作的中心是制定国家主导的具有连贯性的可持续发展战略，并辅之以综合性国家筹资框架。我们重申，每个国家对本国的经济和社会发展负有主要责任，国家政策和发展战略的作用无论怎样强调都不过分。我们将尊重每个国家在遵守相关国际规则和承诺的情况下执行消贫和可持续发展政策的政策空间和领导权。与此同时，各国的发展努力需要有利的国际经济环境，包括连贯的、相互支持的世界贸易、货币和金融体系，需要加强和改进全球经济治理。还需要在全球范围内开发和协助提供有关知识和技术，开展能力建设工作。我们致力于实现政策连贯性，在各层面为所有参与者提供一个有利于可持续发展的环境，致力于恢复全球可持续发展伙伴关系的活力。
292,304,64.,64.	我们支持执行相关的战略和行动方案，包括《伊斯坦布尔宣言和行动纲领》、《小岛屿发展中国家快速行动方式》(萨摩亚途径)、《内陆发展中国家2014-2024年十年维也纳行动纲领》，并重申必须支持非洲联盟《2063年议程》和非洲发展新伙伴关系，因为它们都是新议程的组成部分。我们意识到在冲突和冲突后国家中实现持久和平与可持续发展有很大挑战。
293,305,65.,65.	我们认识到，中等收入国家在实现可持续发展方面仍然面临重大挑战。为了使迄今取得的成就得以延续下去，应通过交流经验，加强协调来进一步努力应对当前挑战，联合国发展系统、国际金融机构、区域组织和其他利益攸关方也应提供更好、重点更突出的支持。
294,306,66.,66.	我们特别指出，所有国家根据本国享有自主权的原则制定公共政策并筹集、有效使用国内资源，对于我们共同谋求可持续发展，包括实现可持续发展目标至关重要。我们认识到，国内资源首先来自经济增长，并需要在各层面有一个有利的环境。
295,307,67.,67.	私人商业活动、投资和创新，是提高生产力、包容性经济增长和创造就业的主要动力。我们承认私营部门的多样性，包括微型企业、合作社和跨国公司。我们呼吁所有企业利用它们的创造力和创新能力来应对可持续发展的挑战。我们将扶植有活力和运作良好的企业界，同时要求《工商业与人权指导原则》、劳工组织劳动标准、《儿童权利公约》和主要多边环境协定等相关国际标准和协定的缔约方保护劳工权利，遵守环境和卫生标准。
296,308,68.,68.	国际贸易是推动包容性经济增长和减贫的动力，有助于促进可持续发展。我们将继续倡导在世界贸易组织框架下建立普遍、有章可循、开放、透明、可预测、包容、非歧视和公平的多边贸易体系，实现贸易自由化。我们呼吁世贸组织所有成员国加倍努力，迅速结束《多哈发展议程》的谈判。我们非常重视向发展中国家，包括非洲国家、最不发达国家、内陆发展中国家、小岛屿发展中国家和中等收入国家提供与贸易有关的能力建设支持，包括促进区域经济一体化和互联互通。
297,309,69.,69.	我们认识到，需要通过加强政策协调，酌情促进债务融资、减免、重组和有效管理，来帮助发展中国家实现债务的长期可持续性。许多国家仍然容易受到债务危机影响，而且有些国家，包括若干最不发达国家、小岛屿发展中国家和一些发达国家，正身处危机之中。我们重申，债务国和债权国必须共同努力，防止和消除债务不可持续的局面。保持可持续的债务水平是借债国的责任；但是我们承认，贷款国也有责任采用不削弱国家债务可持续性的方式发放贷款。我们将协助已经获得债务减免和使债务数额达到可持续水平的国家维持债务的可持续性。
298,310,70.,70.	我们特此启动《亚的斯亚贝巴行动议程》设立的技术促进机制，以支持实现可持续发展目标。该技术促进机制将建立在会员国、民间社会、私营部门、科学界、联合国机构及其他利益攸关方等多个利益攸关方开展协作的基础上，由以下部分组成：联合国科学、技术、创新促进可持续发展目标跨机构任务小组；科学、技术、创新促进可持续发展目标多利益攸关方协作论坛；以及网上平台。
299,311,联合国科学、技术,	联合国科学、技术、创新促进可持续发展目标跨机构任务小组将在联合国系统内，促进科学、技术、创新事项的协调、统一与合作，加强相互配合、提高效率，特别是加强能力建设。任务小组将利用现有资源，与来自民间社会、私营部门和科学界的10名代表合作，筹备科学、技术、创新促进可持续发展目标多利益攸关方论坛会议，并组建和运行网上平台，包括就论坛和网上平台的模式提出建议。10名代表将由秘书长任命，任期两年。所有联合国机构、基金和方案以及经社理事会职能委员会均可参加任务小组。任务小组最初将由目前构成技术促进非正式工作组的以下机构组成：联合国秘书处经济和社会事务部、联合国环境规划署、联合国工业发展组织、联合国教育、科学及文化组织、联合国贸易和发展会议、国际电信联盟、世界知识产权组织和世界银行。
300,312,网上平台负责全面,	网上平台负责全面汇集联合国内外现有的科学、技术、创新举措、机制和方案的信息，并进行信息流通和传输。网上平台将协助人们获取推动科学、技术、创新的举措和政策的信息、知识、经验、最佳做法和相关教训。网上平台还将协助散发世界各地可以公开获取的相关科学出版物。我们将根据独立技术评估的结果开发网上平台，有关评估会考虑到联合国内外相关举措的最佳做法和经验教训，确保这一平台补充现有的科学、技术、创新平台，为使用已有平台提供便利，并充分提供已有平台的信息，避免重叠，加强相互配合。
